,Workshop,Paper title,Link to article,Author-1,Author-1_affiliation,Author-1_country,Author-2,Author-2_affiliation,Author-2_country,Author-3,Author-3_affiliation,Author-3_country,Author-4,Author-4_affiliation,Author-4_country,Author-5,Author-5_affiliation,Author-5_country,Author-6,Author-6_affiliation,Author-6_country,Author-7,Author-7_affiliation,Author-7_country,Paper abstract,Paper Keyword,Paper Categories,Normalised abstract,title,Number_of_authors,citation
86,2012,Interacting with the Web of Data through a Web of Inter-connected Lenses,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-12.pdf,Igor Popov,University of Southampton, United Kingdom,m.c. schraefel,University of Southampton, United Kingdom,Gianluca Correndo,University of Southampton, United Kingdom,Wendy Hall,University of Southampton, United Kingdom,Nigel Shadbolt,University of Southampton, United Kingdom,,,,,,,"As a medium of structured information available on the
Web, Linked Data is still hard to access for most end users.
Current solutions facilitating end user access to Linked Data
are either thought the use of data-mapping approaches, which
allow configureable interfaces to be quickly deployed over
pre-selected aggregations of Linked Data, or enable users
themselves to browse the Web of Data through the use of
generic data browsers. While the first approach is useful and
promotes surfacing and easy repurposing of structured data
it does little to promote the use of linkages to other, remote
datasets. The second approach is much less useable for end
users, however enables them to experience browsing a interconnected Web of Data. In this paper we present mashpoint, a framework that aims to provide a middle ground
between both approaches. The approach treats data-centric
applications as high-level lenses over the data, and allows
selections of data to be pivoted between applications thus
facilitating navigation. The paper presents an initial prototype and discusses both implications and challenges in terms
of interaction and technology","End-user Interaction, Linked Data, User Interface",H5.2 [Information Interfaces and Presentation]: User InterfacesâGraphical user interfaces (GUI); H5.4 [Information Interfaces and Presentation]: Hypertext/Hypermediaâ User issues,"['medium', 'structured', 'information', 'available', 'web', 'linked', 'data', 'still', 'hard', 'access', 'end', 'user', 'current', 'solution', 'facilitating', 'end', 'user', 'access', 'linked', 'data', 'either', 'thought', 'use', 'data', 'mapping', 'approach', 'allow', 'configureable', 'interface', 'quickly', 'deployed', 'pre', 'selected', 'aggregation', 'linked', 'data', 'enable', 'user', 'browse', 'web', 'data', 'use', 'generic', 'data', 'browser', 'first', 'approach', 'useful', 'promotes', 'surfacing', 'easy', 'repurposing', 'structured', 'data', 'doe', 'little', 'promote', 'use', 'linkage', 'remote', 'datasets', 'second', 'approach', 'much', 'le', 'useable', 'end', 'user', 'however', 'enables', 'experience', 'browsing', 'interconnected', 'web', 'data', 'paper', 'present', 'mashpoint', 'framework', 'aim', 'provide', 'middle', 'ground', 'approach', 'approach', 'treat', 'data', 'centric', 'application', 'high', 'level', 'lens', 'data', 'allows', 'selection', 'data', 'pivoted', 'application', 'thus', 'facilitating', 'navigation', 'paper', 'present', 'initial', 'prototype', 'discus', 'implication', 'challenge', 'term', 'interaction', 'technology']",interacting with the web of data through a web of inter-connected lenses,5,7
87,2012,Towards a Dynamic Linked Data Observatory,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-14.pdf,Tobias Kfer,Karlsruhe Institute of Technology, Germany,Jrgen Umbrich,National University of Ireland, Ireland,Aidan Hogan,National University of Ireland, Ireland,Axel Polleres,SIEMENS, Austria,,,,,,,,,,"We describe work-in-progress on the design and methodology of the Dynamic Linked Data Observatory: a framework
to monitor Linked Data over an extended period of time.
The core goal of our work is to collect frequent, continuous
snapshots of a subset of the Web of Data that is interesting
for further study and experimentation, with an aim to capture raw data about the dynamics of Linked Data. The resulting corpora will be made openly and continuously available to the Linked Data research community. Herein, we (1)
motivate the importance of such a corpus; (2) outline some of
the use-cases and requirements for the resulting snapshots;
(3) discuss different âviewsâ of the Web of Data that affect
how we define a sample to monitor; (4) detail how we select
the scope of the monitoring experiment through sampling,
(5) discuss the final design of the monitoring framework that
will gather regular snapshots of (subsets of) the Web of Data
over the coming months and y",,,"['describe', 'work', 'progress', 'design', 'methodology', 'dynamic', 'linked', 'data', 'observatory', 'framework', 'monitor', 'linked', 'data', 'extended', 'period', 'time', 'core', 'goal', 'work', 'collect', 'frequent', 'continuous', 'snapshot', 'subset', 'web', 'data', 'interesting', 'study', 'experimentation', 'aim', 'capture', 'raw', 'data', 'dynamic', 'linked', 'data', 'resulting', 'corpus', 'made', 'openly', 'continuously', 'available', 'linked', 'data', 'research', 'community', 'herein', 'motivate', 'importance', 'corpus', 'outline', 'use', 'case', 'requirement', 'resulting', 'snapshot', 'discus', 'different', 'viewsâ', 'web', 'data', 'affect', 'define', 'sample', 'monitor', 'detail', 'select', 'scope', 'monitoring', 'experiment', 'sampling', 'discus', 'final', 'design', 'monitoring', 'framework', 'gather', 'regular', 'snapshot', 'subset', 'web', 'data', 'coming', 'month']",towards a dynamic linked data observatory,4,45
88,2012,A Spectrometry of Linked Data,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-15.pdf,Giovanni Bartolomeo,University of Rome Tor Vergata , Italy,Stefano Salsano,University of Rome Tor Vergata, Italy,,,,,,,,,,,,,,,,"Entity mining is still a troublesome open problem. In past years
many approaches allowed to automate the generation of
equivalence links between references using schema matching or
various heuristics based on the recognition of similar property
values. In contrast, few of them considered the analysis of the
network of equivalence links (âequivalence networkâ) as an
indication of the likelihood and strength of the equivalence.
Following this basic idea, in this paper we apply the well known
Girvan and Newman algorithm to partition existing equivalence
networks into clusters of co-references and gain an insight of their
nature, size and composition. 
","Entity, Co-references, Linked Data",H [Information Systems]: Models and Principles; H.1 [Models and Principles]: Miscellaneous; H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval â information filtering.,"['entity', 'mining', 'still', 'troublesome', 'open', 'problem', 'past', 'year', 'many', 'approach', 'allowed', 'automate', 'generation', 'equivalence', 'link', 'reference', 'using', 'schema', 'matching', 'various', 'heuristic', 'based', 'recognition', 'similar', 'property', 'value', 'contrast', 'considered', 'analysis', 'network', 'equivalence', 'link', 'equivalence', 'networkâ', 'indication', 'likelihood', 'strength', 'equivalence', 'following', 'basic', 'idea', 'paper', 'apply', 'well', 'known', 'girvan', 'newman', 'algorithm', 'partition', 'existing', 'equivalence', 'network', 'cluster', 'co', 'reference', 'gain', 'insight', 'nature', 'size', 'composition']",a spectrometry of linked data,2,4
89,2012,OWL: Yet to arrive on the Web of Data?,http://events.linkeddata.org/ldow2012/papers/ldow2012-paper-16.pdf,Birte Glimm,"Ulm University, Institute of Artificial Intelligence", Germany,Aidan Hogan,National University of Ireland, Ireland,Markus Krtzsch,University of Oxford, United Kingdom,Axel Polleres,SIEMENS, Austria,,,,,,,,,,"Seven years on from OWL becoming a W3C recommendation, and
two years on from the more recent OWL 2 W3C recommendation,
OWL has still experienced only patchy uptake on the Web. Although certain OWL features (like owl:sameAs) are very popular,
other features of OWL are largely neglected by publishers in the
Linked Data world. This may suggest that despite the promise of
easy implementations and the proposal of tractable profiles suggested in OWLâs second version, there is still no ârightâ standard
fragment for the Linked Data community. In this paper, we (1)
analyse uptake of OWL on the Web of Data, (2) gain insights into
the OWL fragment that is actually used/usable on the Web, where
we arrive at the conclusion that this fragment is likely to be a simplified profile based on OWL RL, (3) propose and discuss such a
new fragment, which we call OWL LD (for Linked Data).
",,,"['seven', 'year', 'owl', 'becoming', 'w3c', 'recommendation', 'two', 'year', 'recent', 'owl', 'w3c', 'recommendation', 'owl', 'ha', 'still', 'experienced', 'patchy', 'uptake', 'web', 'although', 'certain', 'owl', 'feature', 'like', 'owl', 'sameas', 'popular', 'feature', 'owl', 'largely', 'neglected', 'publisher', 'linked', 'data', 'world', 'may', 'suggest', 'despite', 'promise', 'easy', 'implementation', 'proposal', 'tractable', 'profile', 'suggested', 'owlâ', 'second', 'version', 'still', 'rightâ', 'standard', 'fragment', 'linked', 'data', 'community', 'paper', 'analyse', 'uptake', 'owl', 'web', 'data', 'gain', 'insight', 'owl', 'fragment', 'actually', 'used', 'usable', 'web', 'arrive', 'conclusion', 'fragment', 'likely', 'simplified', 'profile', 'based', 'owl', 'rl', 'propose', 'discus', 'new', 'fragment', 'call', 'owl', 'ld', 'linked', 'data']",owl: yet to arrive on the web of data?,4,79
90,2012,Metadata Statistics for a Large Web Corpus,http://events.linkeddata.org/ldow2012/papers/ldow2012-inv-paper-1.pdf,Peter Mika,Yahoo! Research, Spain,Tim Potter,Yahoo! Research, Spain,,,,,,,,,,,,,,,,"We provide an analysis of the adoption of metadata standards on the Web based a large crawl of the Web. In particular, we look at what forms of syntax and vocabularies
publishers are using to mark up data inside HTML pages.
We also describe the process that we have followed and the
difficulties involved in web data extraction.
",,,"['provide', 'analysis', 'adoption', 'metadata', 'standard', 'web', 'based', 'large', 'crawl', 'web', 'particular', 'look', 'form', 'syntax', 'vocabulary', 'publisher', 'using', 'mark', 'data', 'inside', 'html', 'page', 'also', 'describe', 'process', 'followed', 'difficulty', 'involved', 'web', 'data', 'extraction']",metadata statistics for a large web corpus,2,69
91,2012,Web Data Commons Extracting Structured Data from Two Large Web Corpora,http://events.linkeddata.org/ldow2012/papers/ldow2012-inv-paper-2.pdf,Hannes Mhleisen,Freie Universitt Berlin, Germany,Christian Bizer,Freie Universitt Berlin, Germany,,,,,,,,,,,,,,,,"More and more websites embed structured data describing for instance products, people, organizations, places, events, resumes, and
cooking recipes into their HTML pages using encoding standards
such as Microformats, Microdatas and RDFa. The Web Data Commons project extracts all Microformat, Microdata and RDFa data
from the Common Crawl web corpus, the largest and most up-todata web corpus that is currently available to the public, and provides
the extracted data for download in the form of RDF-quads. In this
paper, we give an overview of the project and present statistics about
the popularity of the different encoding standards as well as the
kinds of data that are published using each format.
",,,"['website', 'embed', 'structured', 'data', 'describing', 'instance', 'product', 'people', 'organization', 'place', 'event', 'resume', 'cooking', 'recipe', 'html', 'page', 'using', 'encoding', 'standard', 'microformats', 'microdatas', 'rdfa', 'web', 'data', 'common', 'project', 'extract', 'microformat', 'microdata', 'rdfa', 'data', 'common', 'crawl', 'web', 'corpus', 'largest', 'todata', 'web', 'corpus', 'currently', 'available', 'public', 'provides', 'extracted', 'data', 'download', 'form', 'rdf', 'quad', 'paper', 'give', 'overview', 'project', 'present', 'statistic', 'popularity', 'different', 'encoding', 'standard', 'well', 'kind', 'data', 'published', 'using', 'format']",web data commons extracting structured data from two large web corpora,2,77
92,2013,R&Wbase: Git for triples,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-01.pdf,Miel Vander Sande,Ghent University,Belgium,Pieter Colpaert,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Sam Coppens,Ghent University,Belgium,Erik Mannens,Belgium, Germany,Rik Van de Walle,Ghent University,Belgium,,,,"Read/Write infrastructures are often predicted to be the next big
challenge for Linked Data. In the domains of Open Data and cultural
heritage, this is already an urgent need. They require the exchange
of partial graphs, personalised views on data and a need for trust.
A strong versioning model supported by provenance is therefore
crucial. However, current triple stores handle storage rather naÃ¯vely
and don not seem up for the challenge.
In this paper, we introduce R&Wbase, a new approach build on
the principles of distributed version control. Triples are stored in
a quad-store as consecutive deltas, reducing the amount of stored
triples drastically. We demonstrate an efficient technique for storing
different deltas in a single graph, allowing simple resolving of
different versions and separate access. Furthermore, provenance
tracking is included at operation level, since each commit, storing
a delta and its metadata, is described directly as provenance. The
use of branching is supported, providing flexible custom views on
the data. Finally, we provide a straightforward way for querying
different versions through SPARQL, by using virtual graphs.",,,"['read', 'write', 'infrastructure', 'often', 'predicted', 'next', 'big', 'challenge', 'linked', 'data', 'domain', 'open', 'data', 'cultural', 'heritage', 'already', 'urgent', 'need', 'require', 'exchange', 'partial', 'graph', 'personalised', 'view', 'data', 'need', 'trust', 'strong', 'versioning', 'model', 'supported', 'provenance', 'therefore', 'crucial', 'however', 'current', 'triple', 'store', 'handle', 'storage', 'rather', 'naã', 'vely', 'seem', 'challenge', 'paper', 'introduce', 'wbase', 'new', 'approach', 'build', 'principle', 'distributed', 'version', 'control', 'triple', 'stored', 'quad', 'store', 'consecutive', 'delta', 'reducing', 'amount', 'stored', 'triple', 'drastically', 'demonstrate', 'efficient', 'technique', 'storing', 'different', 'delta', 'single', 'graph', 'allowing', 'simple', 'resolving', 'different', 'version', 'separate', 'access', 'furthermore', 'provenance', 'tracking', 'included', 'operation', 'level', 'since', 'commit', 'storing', 'delta', 'metadata', 'described', 'directly', 'provenance', 'use', 'branching', 'supported', 'providing', 'flexible', 'custom', 'view', 'data', 'finally', 'provide', 'straightforward', 'way', 'querying', 'different', 'version', 'sparql', 'using', 'virtual', 'graph']",r&wbase: git for triples,6,42
93,2013,OSLC Resource Shape: A language for defining constraints on Linked Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-02.pdf,Arthur G. Ryman,IBM, US,Arnaud J Le Hors,IBM, US,Steve Speicher,IBM, US,,,,,,,,,,,,,"IBM has for several years been employing a read/write usage of
Linked Data as an architectural style for integrating a suite of
applications. [1]
We are encouraged by the work done by the W3C Linked Data
Platform Working Group which is chartered to produce a W3C
Recommendation for HTTP-based (RESTful) application
integration patterns using read/write Linked Data .
The Linked Data Platform Recommendation will provide the
industry with a solid foundation to build on. Yet, more work will
need to be done to address in a standard way the needs of
enterprise solutions that use Linked Data as an application
integration platform. One such need is a type definition language
that can be used to communicate and validate constraints on RDF
data.
This paper explains the need for such a language, why standards
like RDFS and OWL are not suitable answers and, finally,
introduces OSLC Resource Shapes as a proposed solution.","Linked Data, Type Definition, Integrity Constraints, Validation, Application Integration, Standards",,"['ibm', 'ha', 'several', 'year', 'employing', 'read', 'write', 'usage', 'linked', 'data', 'architectural', 'style', 'integrating', 'suite', 'application', 'encouraged', 'work', 'done', 'w3c', 'linked', 'data', 'platform', 'working', 'group', 'chartered', 'produce', 'w3c', 'recommendation', 'http', 'based', 'restful', 'application', 'integration', 'pattern', 'using', 'read', 'write', 'linked', 'data', 'linked', 'data', 'platform', 'recommendation', 'provide', 'industry', 'solid', 'foundation', 'build', 'yet', 'work', 'need', 'done', 'address', 'standard', 'way', 'need', 'enterprise', 'solution', 'use', 'linked', 'data', 'application', 'integration', 'platform', 'one', 'need', 'type', 'definition', 'language', 'used', 'communicate', 'validate', 'constraint', 'rdf', 'data', 'paper', 'explains', 'need', 'language', 'standard', 'like', 'rdfs', 'owl', 'suitable', 'answer', 'finally', 'introduces', 'oslc', 'resource', 'shape', 'proposed', 'solution']",oslc resource shape: a language for defining constraints on linked data,3,61
94,2013,Hydra: A Vocabulary for Hypermedia-Driven Web APIs,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-03.pdf,Markus Lanthaler,Graz University of Technology, Austria,Christian Gtl,Curtin University of Technology, Australia,,,,,,,,,,,,,,,,"Coping with the ever-increasing amount of data becomes
increasingly challenging. To alleviate the information overload
put on people, systems are progressively being connected directly
to each other. They exchange, analyze, and manipulate
humongous amounts of data without any human interaction. Most
current solutions, however, do not exploit the whole potential of
the architecture of the World Wide Web and completely ignore
the possibilities offered by Semantic Web technologies. Based on
the experiences gained by implementing and analyzing various
RESTful APIs and drawing from the longer history of Semantic
Web research we developed Hydra, a small vocabulary to describe
Web APIs. It aims to simplify the development of truly RESTful
services by leveraging the power of Linked Data. By breaking the
descriptions down into small independent fragments, a new breed
of interoperable Web APIs using decentralized, reusable, and
composable contracts can be realized.
",Web; Web service; Web API; HTTP; REST; Linked Data; RDF; vocabulary; ontology; Hydra,"H.3.4 [Information Storage and Retrieval]: Systems and Software ; Semantic Web, World Wide Web (WWW); H.4.3 [Information Systems Applications]: Communications Applications Internet; D.2.11 [Software]: Software Architectures Service-oriented architecture (SOA)","['coping', 'ever', 'increasing', 'amount', 'data', 'becomes', 'increasingly', 'challenging', 'alleviate', 'information', 'overload', 'put', 'people', 'system', 'progressively', 'connected', 'directly', 'exchange', 'analyze', 'manipulate', 'humongous', 'amount', 'data', 'without', 'human', 'interaction', 'current', 'solution', 'however', 'exploit', 'whole', 'potential', 'architecture', 'world', 'wide', 'web', 'completely', 'ignore', 'possibility', 'offered', 'semantic', 'web', 'technology', 'based', 'experience', 'gained', 'implementing', 'analyzing', 'various', 'restful', 'apis', 'drawing', 'longer', 'history', 'semantic', 'web', 'research', 'developed', 'hydra', 'small', 'vocabulary', 'describe', 'web', 'apis', 'aim', 'simplify', 'development', 'truly', 'restful', 'service', 'leveraging', 'power', 'linked', 'data', 'breaking', 'description', 'small', 'independent', 'fragment', 'new', 'breed', 'interoperable', 'web', 'apis', 'using', 'decentralized', 'reusable', 'composable', 'contract', 'realized']",hydra: a vocabulary for hypermedia-driven web apis,2,136
95,2013,Reasoning over SPARQL,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-08.pdf,Sam Coppens,Ghent University,Belgium,Miel Vander Sande,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Erik Mannens,Ghent University,Belgium,Rik Van de Walle,Ghent University,Belgium,,,,,,,"Until now, the sparql query language was restricted to simple entailment. Now sparql is being extended with more
expressive entailment regimes. This allows to query over inferred, implicit knowledge. However, in this case the sparql
endpoint provider decides which inference rules are used for
its entailment regimes. In this paper, we propose an extension to the sparql query language to support remote
reasoning, in which the data consumer can define the inference rules. It will supplement the supported entailment
regimes of the sparql endpoint provider with an additional
reasoning step using the inference rules defined by the data
consumer. At the same time, this solution offers possibilities to solve interoperability issues when querying remote
sparql endpoints, which can support federated querying
frameworks. These frameworks can then be extended to
provide distributed, remote reasoning.
",,,"['sparql', 'query', 'language', 'wa', 'restricted', 'simple', 'entailment', 'sparql', 'extended', 'expressive', 'entailment', 'regime', 'allows', 'query', 'inferred', 'implicit', 'knowledge', 'however', 'case', 'sparql', 'endpoint', 'provider', 'decides', 'inference', 'rule', 'used', 'entailment', 'regime', 'paper', 'propose', 'extension', 'sparql', 'query', 'language', 'support', 'remote', 'reasoning', 'data', 'consumer', 'define', 'inference', 'rule', 'supplement', 'supported', 'entailment', 'regime', 'sparql', 'endpoint', 'provider', 'additional', 'reasoning', 'step', 'using', 'inference', 'rule', 'defined', 'data', 'consumer', 'time', 'solution', 'offer', 'possibility', 'solve', 'interoperability', 'issue', 'querying', 'remote', 'sparql', 'endpoint', 'support', 'federated', 'querying', 'framework', 'framework', 'extended', 'provide', 'distributed', 'remote', 'reasoning']",reasoning over sparql,5,10
96,2013,Similar Structures inside RDF-Graphs,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-05.pdf,Anas Alzogbi,University of Freiburg, Germany,Georg Lausen,University of Freiburg, Germany,,,,,,,,,,,,,,,,"RDF is the common data model to publish structured data
on the Web. RDF data sets are given as subject-predicateobject triples and typically are represented as directed edgelabeled graphs. To make the information represented by
such graphs comprehensible, RDF-schema (RDFS) provides
concepts to define a class-structure as part of the given RDFgraph and thus supports a more abstract view on the data
set. In this paper we follow a different approach and propose
to make an RDF graph more comprehensible by reducing its
size by partitioning to discover subgraphs which are similar
with respect to their structure. The methods applied to derive a partition are based on bisimulation and agglomerative
clustering. We demonstrate the usefulness of the approach
by applying it on several synthetic and one real world RDF
datasets.",,,"['rdf', 'common', 'data', 'model', 'publish', 'structured', 'data', 'web', 'rdf', 'data', 'set', 'given', 'subject', 'predicateobject', 'triple', 'typically', 'represented', 'directed', 'edgelabeled', 'graph', 'make', 'information', 'represented', 'graph', 'comprehensible', 'rdf', 'schema', 'rdfs', 'provides', 'concept', 'define', 'class', 'structure', 'part', 'given', 'rdfgraph', 'thus', 'support', 'abstract', 'view', 'data', 'set', 'paper', 'follow', 'different', 'approach', 'propose', 'make', 'rdf', 'graph', 'comprehensible', 'reducing', 'size', 'partitioning', 'discover', 'subgraphs', 'similar', 'respect', 'structure', 'method', 'applied', 'derive', 'partition', 'based', 'bisimulation', 'agglomerative', 'clustering', 'demonstrate', 'usefulness', 'approach', 'applying', 'several', 'synthetic', 'one', 'real', 'world', 'rdf', 'datasets']",similar structures inside rdf-graphs,2,20
97,2013,LHD: Optimising Linked Data Query Processing Using Parallelisation,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-06.pdf,Xin Wang,University of Southampton, United Kingdom,Thanassis Tiropanis,University of Southampton, United Kingdom,Hugh C. Davis,University of Southampton, United Kingdom,,,,,,,,,,,,,"In the past few years as large volume of Linked Data has
been published, and processing distributed SPARQL queries
over the Linked Data cloud is becoming increasingly challenging. The high data traffic cost and response time significantly affect the performance of distributed SPARQL
queries as the number of SPARQL end point and the volume
of data at each endpoint increase. In this context, parallelisation is promising to fully exploit the potential of connections to SPARQL endpoints and thus improve the efficiency
of querying Linked Data. We propose LHD, a distributed
SPARQL engine that is built on a highly parallel infrastructure and able to minimise query response time, and we
evaluate its performance using a BSBM based environment.","SPARQL, Linked Data, distributed query processing",C.2.4 [Computer-Communication Networks]: Distributed SystemsâDistributed databases; H.3.3 [Information Storage And Retrieval]: Systems and Software-Performance Evaluation,"['past', 'year', 'large', 'volume', 'linked', 'data', 'ha', 'published', 'processing', 'distributed', 'sparql', 'query', 'linked', 'data', 'cloud', 'becoming', 'increasingly', 'challenging', 'high', 'data', 'traffic', 'cost', 'response', 'time', 'significantly', 'affect', 'performance', 'distributed', 'sparql', 'query', 'number', 'sparql', 'end', 'point', 'volume', 'data', 'endpoint', 'increase', 'context', 'parallelisation', 'promising', 'fully', 'exploit', 'potential', 'connection', 'sparql', 'endpoint', 'thus', 'improve', 'efficiency', 'querying', 'linked', 'data', 'propose', 'lhd', 'distributed', 'sparql', 'engine', 'built', 'highly', 'parallel', 'infrastructure', 'able', 'minimise', 'query', 'response', 'time', 'evaluate', 'performance', 'using', 'bsbm', 'based', 'environment']",lhd: optimising linked data query processing using parallelisation,3,47
98,2013,A Hybrid Approach to Linked Data Query Processing with Time Constraints,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-07.pdf,Steven Lynden,National Institute of Advanced Industrial Science and Technology, Japan,Isao Kojima,National Institute of Advanced Industrial Science and Technology, Japan,Akiyoshi Matono,National Institute of Advanced Industrial Science and Technology, Japan,Akihito Nakamura,National Institute of Advanced Industrial Science and Technology, Japan,Makoto Yui,National Institute of Advanced Industrial Science and Technology, Japan,,,,,,,"In addition to RDF data within documents published according to the Linked Data principles, SPARQL endpoints
are also a potential source of a great deal of Linked Data.
The execution of queries using languages such as SPARQL
can use utilise both of these types of data sources. In this
paper we present a hybrid approach to answering SPARQL
queries that makes use of both link traversal-based and distributed query processing-based approaches in order to combine query answering over the Web of Linked Data and
SPARQL endpoints respectively. The technique differs from
existing work in that link traversal and endpoint queries take
place in parallel without a static query plan. It is demonstrated how, using a set of heuristics and optimisation techniques, this can be effective when answering queries with
time constraints (incomplete answers are acceptable in order
to minimise execution time). An evaluation of the technique
is presented using the FedBench Linked Data queries with
query execution time limited to 10 seconds, with an analysis
of answers that can be provided within this time limit.",,,"['addition', 'rdf', 'data', 'within', 'document', 'published', 'according', 'linked', 'data', 'principle', 'sparql', 'endpoint', 'also', 'potential', 'source', 'great', 'deal', 'linked', 'data', 'execution', 'query', 'using', 'language', 'sparql', 'use', 'utilise', 'type', 'data', 'source', 'paper', 'present', 'hybrid', 'approach', 'answering', 'sparql', 'query', 'make', 'use', 'link', 'traversal', 'based', 'distributed', 'query', 'processing', 'based', 'approach', 'order', 'combine', 'query', 'answering', 'web', 'linked', 'data', 'sparql', 'endpoint', 'respectively', 'technique', 'differs', 'existing', 'work', 'link', 'traversal', 'endpoint', 'query', 'take', 'place', 'parallel', 'without', 'static', 'query', 'plan', 'demonstrated', 'using', 'set', 'heuristic', 'optimisation', 'technique', 'effective', 'answering', 'query', 'time', 'constraint', 'incomplete', 'answer', 'acceptable', 'order', 'minimise', 'execution', 'time', 'evaluation', 'technique', 'presented', 'using', 'fedbench', 'linked', 'data', 'query', 'query', 'execution', 'time', 'limited', 'second', 'analysis', 'answer', 'provided', 'within', 'time', 'limit']",a hybrid approach to linked data query processing with time constraints,5,8
99,2013,Discovering Meaningful Connections between Resources in the Web of Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-04.pdf,Laurens De Vocht,Ghent University,Belgium,Sam Coppens,Ghent University,Belgium,Ruben Verborgh,Ghent University,Belgium,Miel Vander Sande,Ghent University,Belgium,Erik Mannens,Ghent University,Belgium,Rik Van de Walle,Ghent University,Belgium,,,,"We will show that semantically annotated paths lead to discovering meaningful, non-trivial relations and connections
between multiple resources in large online datasets such as
the Web of Data. Graph algorithms have always been key
in pathfinding applications (e.g., navigation systems). They
make optimal use of available computation resources to find
paths in structured data. Applying these algorithms to
Linked Data can facilitate the resolving of complex queries
that involve the semantics of the relations between resources.
In this paper, we introduce a new approach for finding paths
in Linked Data that takes into account the meaning of the
connections and also deals with scalability. An efficient technique combining pre-processing and indexing of datasets
is used for finding paths between two resources in large
datasets within a couple of seconds. To demonstrate our
approach, we have implemented a testcase using the DBpedia dataset.
",,,"['show', 'semantically', 'annotated', 'path', 'lead', 'discovering', 'meaningful', 'non', 'trivial', 'relation', 'connection', 'multiple', 'resource', 'large', 'online', 'datasets', 'web', 'data', 'graph', 'algorithm', 'always', 'key', 'pathfinding', 'application', 'navigation', 'system', 'make', 'optimal', 'use', 'available', 'computation', 'resource', 'find', 'path', 'structured', 'data', 'applying', 'algorithm', 'linked', 'data', 'facilitate', 'resolving', 'complex', 'query', 'involve', 'semantics', 'relation', 'resource', 'paper', 'introduce', 'new', 'approach', 'finding', 'path', 'linked', 'data', 'take', 'account', 'meaning', 'connection', 'also', 'deal', 'scalability', 'efficient', 'technique', 'combining', 'pre', 'processing', 'indexing', 'datasets', 'used', 'finding', 'path', 'two', 'resource', 'large', 'datasets', 'within', 'couple', 'second', 'demonstrate', 'approach', 'implemented', 'testcase', 'using', 'dbpedia', 'dataset']",discovering meaningful connections between resources in the web of data,6,39
100,2013,Ranking Universities Using Linked Open Data,http://events.linkeddata.org/ldow2013/papers/ldow2013-paper-09.pdf,Rouzbeh Meymandpour,The University of Sydney, Australia,Joseph G. Davis,The University of Sydney, Australia,,,,,,,,,,,,,,,,"Ranking of universities represents a complex endeavor which
involves gathering, weighting, and analyzing diverse data.
Emerging semantic technologies enable the Web of Data, a giant
graph of interconnected information resources, also known as
Linked Data. A recent community effort, Linking Open Data
project, offers the possibility of accessing a large number of
semantically described and linked concepts in various domains. In
this paper, we propose a novel approach to take advantage of this
structured data in the domain of universities to develop proxy
measures of their relative standing for ranking purposes. Derived
from information theory, our approach of computing the
Information Content for universities and ranking them based on
these scores achieved results comparable to the international
ranking systems such as Shanghai Jiao Tong University, Times
Higher Education, and QS. The metric we developed can also be
used for innovative semantic applications in a range of domains
for entity ranking, information filtering, and multi-faceted
browsing.","Linked Data, Semantic Web, Entity Ranking, Web of Data, University Ranking, Linking Open Data, Partitioned Information Content, Informativeness Measurement.","H.1.1 [Models and Principles]: Systems and Information Theory â information theory, value of information; H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval â information filtering, retrieval models; I.2.4 [Artificial Intelligence]: Knowledge Representation Formalisms and Methods â semantic networks; J.1 [Computer Applications]: Administrative Data Processing â education;","['ranking', 'university', 'represents', 'complex', 'endeavor', 'involves', 'gathering', 'weighting', 'analyzing', 'diverse', 'data', 'emerging', 'semantic', 'technology', 'enable', 'web', 'data', 'giant', 'graph', 'interconnected', 'information', 'resource', 'also', 'known', 'linked', 'data', 'recent', 'community', 'effort', 'linking', 'open', 'data', 'project', 'offer', 'possibility', 'accessing', 'large', 'number', 'semantically', 'described', 'linked', 'concept', 'various', 'domain', 'paper', 'propose', 'novel', 'approach', 'take', 'advantage', 'structured', 'data', 'domain', 'university', 'develop', 'proxy', 'measure', 'relative', 'standing', 'ranking', 'purpose', 'derived', 'information', 'theory', 'approach', 'computing', 'information', 'content', 'university', 'ranking', 'based', 'score', 'achieved', 'result', 'comparable', 'international', 'ranking', 'system', 'shanghai', 'jiao', 'tong', 'university', 'time', 'higher', 'education', 'metric', 'developed', 'also', 'used', 'innovative', 'semantic', 'application', 'range', 'domain', 'entity', 'ranking', 'information', 'filtering', 'multi', 'faceted', 'browsing']",ranking universities using linked open data,2,18
