Timestamp,Workshop,Paper title,Link to article,Author-1,Author-1_affiliation,Author-1_country,Author-2,Author-2_affiliation,Author-2_country,Author-3,Author-3_affiliation,Author-3_country,Author-4,Author-4_affiliation,Author-4_country,Author-5,Author-5_affiliation,Author-5_country,Author-6,Author-6_affiliation,Author-6_country,Author-7,Author-7_affiliation,Author-7_country,Paper abstract,Paper Keyword,Paper Categories
12/27/2020 11:35:57,2010,Data.dcs: Converting Legacy Data into Linked Data,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper01.pdf,Matthew Rowe,University of Sheffield, United Kingdom,,,,,,,,,,,,,,,,,,,"Data.dcs is a project intended to produce Linked Data describing the University of Sheffield‚Äôs Department of Computer Science. At present the department‚Äôs web site contains important legacy data describing people, publications
and research groups. This data is distributed and is provided in heterogeneous formats (e.g. HTML documents,
RSS feeds), making it hard for machines to make sense
of such data and query it. This paper presents an approach to convert such legacy data from its current form
into a machine-readable representation which is linked into
the Web of Linked Data. The approach describes the triplification of legacy data, coreference resolution and interlinking
with external linked datasets.","Linked Data, Triplification, Coreference Resolution",H.4 [Information Systems Applications]: General
12/27/2020 11:51:47,2010,Lifting File Systems into the Linked Data Cloud with TripFS,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper02.pdf,Bernhard Schandl,University of Vienna, Austria,Niko Popitsch,University of Vienna, Austria,,,,,,,,,,,,,,,,"A major fraction of digital information is stored in file systems. File systems organize files usually in labelled directory
trees and provide a minimum support for user-driven file annotation, linkage and categorization. Although file systems
play a major role in knowledge organization, both in enterprise contexts as well as in the personal information sphere,
they have rarely been considered in Web-based information
integration. To a large extent, this can be contributed to the
limited metadata support of file systems and to the lack of
stable identifiers for file and directories, which makes it hard
to expose these objects in a global Web. We present TripFS,
a lightweight approach for exposing parts of local filesystems
as Linked Data. Serving file system objects via dereferenceable HTTP URIs paves the way to integrate them with the
Web of Data, and enables new possibilities of exploiting file
system data, for example, by linking them with other data
sources or by annotating them using Semantic Web technologies.","Linked Data, file systems, file metadata, information representation, information integration, event detection   ",D.4.3 [Operating Systems]: File Systems Management; H.3.5 [Information Storage and Retrieval]: Online Information Services
12/27/2020 12:39:00,2010,Semantic Statistics: Bringing Together SDMX and SCOVO,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper03.pdf,Richard Cyganiak,Digital Enterprise Research Institute, Ireland,Simon Field,Office for National Statistics, United Kingdom,Arofan Gregory,metadata technology,US,Wolfgang Halb,JOANNEUM RESEARCH, Austria,Jeni Tennison,The Stationery Office, United Kingdom,,,,,,,"Whether it's population, income, unemployment or interest rates,
statistical data is a fundamental source of information for analysis
and visualisations. Many publishers of statistics use SDMX to
represent statistics and make them available through web services.
The linked data principles of identifying items with HTTP URIs
and representing data using RDF provide some benefits (though
also some costs) for statistical publishing. This paper describes
how the SDMX information model can be used with linked data
and RDF and describes some ongoing work to explore the impact
of doing so.","statistics, linked data, RDF, SDMX, SCOVO, open data",H.4 [Information Systems]: Information Systems Applications
12/27/2020 12:51:13,2010,Weaving the Pedantic Web,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper04.pdf,Aidan Hogan,National University of Ireland, Ireland,Andreas Harth,National University of Ireland, Ireland,Alexandre Passant,National University of Ireland, Ireland,Stefan Decker,National University of Ireland, Ireland,Axel Polleres,National University of Ireland, Ireland,,,,,,,"Over a decade after RDF has been published as a W3C recommendation, publishing open and machine-readable content on the Web has recently received a lot more attention,
including from corporate and governmental bodies; notably
thanks to the Linked Open Data community, there now exists a rich vein of heterogeneous RDF data published on the
Web (the so-called \Web of Data"") accessible to all. However, RDF publishers are prone to making errors which compromise the eectiveness of applications leveraging the resulting data. In this paper, we discuss common errors in
RDF publishing, their consequences for applications, along
with possible publisher-oriented approaches to improve the
quality of structured, machine-readable and open data on
the Web.",,
12/27/2020 20:46:34,2010,openChart: Charting Quantitative Properties in LOD,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper06.pdf,Filip Zembowicz,Harvard University, US,David Opolon,MIT ESD, US,Stephen Miles,MIT AutoID Labs, US,,,,,,,,,,,,,"In this paper, we discuss the development of openChart, a
quantitative Linked Open Data charting tool. It targets novice
semantic web users by generating SPARQL queries to present
interesting information. We also acknowledge the problems
encountered in development and suggest improvements.","Linked Open Data, Visualization, Charting ","H.3.4 [Semantic Web]: Visualization, charting, search. "
12/27/2020 20:47:44,2010,Exploring RDF Usage and Interlinking in the Linked Open Data Cloud using ExpLOD,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper05.pdf,Shahan Khatchadourian,University of Toronto, Canada,Mariano P. Consens,University of Toronto, Canada,,,,,,,,,,,,,,,,"Publishing interlinked RDF datasets as links between data items
identified using dereferenceable URIs on the web brings forward
a number of issues. A key challenge is to understand the data,
the schema, and the interlinks that are actually used both within
and across linked datasets. Understanding actual RDF usage is
critical in the increasingly common situations where terms from
different vocabularies are mixed.
In this demonstration we present a tool, ExpLOD, that supports exploring summaries of RDF usage and interlinking among
datasets from the Linked Open Data cloud. ExpLOD‚Äôs summaries are based on a novel mechanism that combines text labels
and bisimulation contractions. The labels assigned to resources
in RDF graphs are hierarchical, enabling summarization at different granularities. The bisimulation contractions are applied
to subgraphs defined via queries, providing for summarization of
arbitrary large or small graph neighbourhoods. Our tool also
generates SPARQL queries from summaries.
",,
12/27/2020 20:49:33,2010,Data Linking: Capturing and Utilising Implicit Schema-level Relations,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper07.pdf,Andriy Nikolov,Open University, United Kingdom,Victoria Uren,University of Sheffield, United Kingdom,Enrico Motta,Open University, United Kingdom,,,,,,,,,,,,,"Schema-level heterogeneity represents an obstacle for automated discovery of coreference resolution links between individuals. Although there is a multitude of existing schema
matching solutions, the Linked Data environment differs
from the standard scenario assumed by these tools. In particular, large volumes of data are available, and repositories
are connected into a graph by instance-level mappings. In
this paper we describe how these features can be utilised to
produce schema-level mappings which facilitate the instance
coreference resolution process. Initial experiments applying
this approach to public datasets have produced encouraging
results.
",H.4.m [Information Systems]: Miscellaneous; D.2 [Software]: Software Engineering,"Data fusion, coreference resolution, linked data"
12/27/2020 21:06:03,2010,Preserving Linked Data on the Semantic Web by the application of Link Integrity techniques from Hypermedia,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper08.pdf,Rob Vesse,University of Southampton, United Kingdom,Wendy Hall,University of Southampton, United Kingdom,Leslie Carr,University of Southampton, United Kingdom,,,,,,,,,,,,,"As the Web of Linked Data expands it will become increasingly important to preserve data and links such that the
data remains useful. In this work we present a method for
locating linked data to preserve which functions even when
the URI the user wishes to preserve does not resolve (i.e.
is broken/not RDF) and an application for monitoring and
preserving the data. This work is based upon the principle
of adapting ideas from hypermedia link integrity in order to
apply them to the Semantic Web.","Semantic Web, Linked Data, Link Integrity, Preservation",
12/27/2020 21:13:05,2010,When owl:sameAs isn't the Same: An Analysis of Identity Links on the Semantic Web,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper09.pdf,Harry Halpin,University of Edinburgh, United Kingdom,Patrick J. Hayes,Institute for Human and Machine Cognition, US,,,,,,,,,,,,,,,,"In Linked Data, the use of owl:sameAs is ubiquitous in
‚Äòinter-linking‚Äô data-sets. However, there is a lurking suspicion within the Linked Data community that this use of
owl:sameAs may be somehow incorrect, in particular with
regards to its interactions with inference. In fact, owl:sameAs
can be considered just one type of ‚Äòidentity link,‚Äô a link that
declares two items to be identical in some fashion. After
reviewing the definitions and history of the problem of identity in philosophy and knowledge representation, we outline
four alternative readings of owl:sameAs, showing with examples how it is being (ab)used on the Web of data. Then
we present possible solutions to this problem by introducing
alternative identity links that rely on named graphs.
","Linked Data, ontology, resource, Web architecture",H.3.d [Information Technology and Systems]: Metadata
12/27/2020 21:15:51,2010,Linking Data from RESTful Services,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper10.pdf,Rosa Alarcon,Pontificia Universidad Catolica de Chile, Chile,Erik Wilde,School of Information, US,,,,,,,,,,,,,,,,"One of the main goals of the Semantic Web is to extend current human-readable Web resources with semantic information encoded in a machine-processable form. One of its most
successful approaches is the Web of Data which by following the principles of Linked Data have made available several
data sources compliant with the Semantic Web technologies,
such as, RDF triple stores, and SPARQL endpoints. On the
other hand, the set of the architectural principles that underlie the human-readable Web has been conceptualized as the
Representational State Transfer (REST) architectural style.
In this paper, we distill REST concepts in order to provide a mechanism for describing REST (i.e. human-readable
Web) resources and transform them into semantic resources.
The strategy allowed us to harvest already existing Web resources without requiring changes on the original sources, or
ad-hoc interfaces. The presented strategy aims to contribute
to the availability of more semantic datasets and become a
further step to lower the entry barrier to semantic resources
publishing.","REST, Web Data, Crawling","H.3.5 [Information Storage and Retrieval]: Online Information Services‚ÄîWeb-based services, Data sharing"
12/27/2020 21:17:51,2010,A Proposal for Publishing Data Streams as Linked Data (A Position Paper),http://events.linkeddata.org/ldow2010/papers/ldow2010_paper11.pdf,Davide F. Barbieri,Politecnico di Milano, Italy,Emanuele Della Valle,Politecnico di Milano, Italy,,,,,,,,,,,,,,,,"Streams are appearing more and more often on the Web
in sites that distribute and present information in real-time
streams. We anticipate a rapidly growing need of mashing
up this streaming information with more static one. While
best practices for linking static data on the Web were published and facilitate the mash up of static information published on the Web, streams were neglected. In this short
position paper, we propose an approach to publish Data
Streams as Linked Data.","Data Streams, Linked Data, Virtual RDF, Stream Reasoning",
12/27/2020 21:19:04,2010,Towards Dataset Dynamics: Change Frequency of Linked Open Data Sources,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper12.pdf,Jurgen Umbrich,National University of Ireland, Ireland,Michael Hausenblas,National University of Ireland, Ireland,Aidan Hogan,National University of Ireland, Ireland,Axel Polleres,National University of Ireland, Ireland,Stefan Decker,National University of Ireland, Ireland,,,,,,,"Datasets in the LOD cloud are far from being static in
their nature and how they are exposed. As resources are
added and new links are set, applications consuming the
data should be able to deal with these changes. In this paper we investigate how LOD datasets change and what sensible measures there are to accommodate dataset dynamics.
We compare our findings with traditional, document-centric
studies concerning the ‚Äúfreshness‚Äù of the document collections and propose metrics for LOD datasets.
",,
12/27/2020 21:30:36,2010,An HTTP-Based Versioning Mechanism for Linked Data,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper13.pdf,Herbert Van de Sompel,Los Alamos National Laboratory, US,Robert Sanderson,Los Alamos National Laboratory, US,Michael L. Nelson,Old Dominion University, US,Lyudmila L. Balakireva,Los Alamos National Laboratory, US,Harihar Shankar,Los Alamos National Laboratory, US,Scott Ainsworth,Old Dominion University, US,,,,"Dereferencing a URI returns a representation of the current
state of the resource identified by that URI. But, on the
Web representations of prior states of a resource are also
available, for example, as resource versions in Content Management Systems or archival resources in Web Archives such
as the Internet Archive. This paper introduces a resource
versioning mechanism that is fully based on HTTP and uses
datetime as a global version indicator. The approach allows
‚Äúfollow your nose‚Äù style navigation both from the current
time-generic resource to associated time-specific version resources as well as among version resources. The proposed
versioning mechanism is congruent with the Architecture of
the World Wide Web, and is based on the Memento framework that extends HTTP with transparent content negotiation in the datetime dimension. The paper shows how the
versioning approach applies to Linked Data, and by means
of a demonstrator built for DBpedia, it also illustrates how it
can be used to conduct a time-series analysis across versions
of Linked Data descriptions.","Web Architecture, HTTP, Linked Data, Resource Versioning, Web Archiving, Temporal Applications",H.3.5 [Information Storage and Retrieval]: Online Information Services
12/27/2020 21:32:48,2010,Linking UK Government Data,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper14.pdf,John Sheridan,The National Archives, United Kingdom,Jeni Tennison,The Stationery Office, United Kingdom,,,,,,,,,,,,,,,,"What does it take to create a web of linked government data?
With the launch of data.gov.uk the UK Government has been
finding out. This paper sets out the case for using Linked Data
standards for publishing open government data and describes
some of the benefits. It explains how Linked Data standards
uniquely allow governments to publish data responsibly and why
responsible data publishing is so important to the open
government data movement. The paper goes on to explain how
the Linked Data world was not quite ready for the large-scale
adoption of these standards by a major government, leaving much
to be done to develop practical approaches and patterns for the
publishing of government data. From URIs, to provenance and
versioning, through to statistics and geographic information,
much thinking and work has been done. In each case the emphasis
has been, not on research, but designing simple repeatable
patterns, supported through tools. This work has also involved
and building understanding and capability amongst officials from
across government departments and agencies.
It explains why the government's use of linked data standards was
not universally welcomed and was even greeted by antagonism
from some. Learning from this feedback the paper describes how
we are now using linked data standards to enable government as a
platform, commoditising the process of creating APIs to meet the
needs of a wide range of data consumers, from business, academia
and the developer communities.","Linked Data, eGovernment",H.4 [Information Systems]: Information Systems Applications
12/27/2020 21:36:36,2010,Geographical Service: a compass for the Web of Data.,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper15.pdf,Gianluca Correndo,University of Southampton, United Kingdom,Manuel Salvadores,University of Southampton, United Kingdom,Yang Yang,University of Southampton, United Kingdom,Nicholas Gibbins,University of Southampton, United Kingdom,Nigel Shadbolt,University of Southampton, United Kingdom,,,,,,,"This paper describes a Linked Data service that supports
the navigation and retrieval of geographical entities for the
UK territory. Geographical entities, in the extent of this
paper, are linked data resources that describe objects that
have a geographical extension. The service presented in this
paper allows the querying of resources that contain or are
contained by a given entity URI. The recent publication of
UK Public Sector Information (PSI) data sets has brought
to the attention of the community the redundant presence
of location based context. At the same time it stresses the
inadequacy of current Linked Data services for exploiting
the semantics of such contextual dimensions for easing entity retrieval and browsing. We present an approach for a
geography based service that helps in querying qualitative
spatial relations for the UK geography (proper containment
so far). We also provide an exploitation scenario based on
a backlinking service and PSI Open Linked Data, published
within the EnAKTing project.
","Linked Data, geographical reasoning, Web of Data",H.3.4 [Systems and Software]: Distributed systems; H.5.4 [Web]: Navigation; H.3.5 [Online Information Services]: Web-based services
12/27/2020 21:38:01,2010,Real-time #SemanticWeb in <= 140 chars,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper16.pdf,Joshua Shinavier,Rensselaer Polytechnic Institute, US,,,,,,,,,,,,,,,,,,,"Instant publication, along with the prospect of widespread
geotagging in microblog posts, presents new opportunities
for real-time and location-based services. Much as these services are changing the nature of search on the World Wide
Web, so the Semantic Web is certain to be both challenged
and enhanced by real-time content. This paper introduces a
semantic data aggregator which brings together a collection
of compact formats for structured microblog content with
Semantic Web vocabularies and best practices in order to
augment the Semantic Web with real-time, user-driven data.
Emerging formats, modeling issues, publication and data
ownership of microblogging content, and basic techniques
for real-time, real-place semantic search are discussed.",,
12/27/2020 21:40:46,2010,User Interface Design Considerations for Linked Data Authoring Environments,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper17.pdf,Stephen Davies,University of Mary Washington, US,Jesse Hatfield,University of Mary Washington, US,Chris Donaher,University of Mary Washington, US,Jessica Zeitz,University of Mary Washington, US,,,,,,,,,,"If non-technical end users are to contribute to the Web of Data
as they have to the Web of Documents, they must employ tools
that enable them to do so. This challenge is not easy to meet, as
formal knowledge representation is a daunting task for the
uninitiated. Indeed, we have empirically observed that
expressing anything but the most straightforward of facts in
RDF-compatible format is extremely difficult for newcomers to
do reliably.
This paper reports on a controlled experiment in which novices
attempted to use a prototype Linked Data interface to both find
and encode bits of everyday knowledge. The application
presents a user-friendly veneer to the Semantic Web,
manifesting the essential graph-based nature of the data model
while shielding the user from the complexity of syntax. This
allows us to study user behavior in attacking the deep, cognitive
problem: breaking down knowledge into the triple-based
structure required by RDF Linked Data. Our study sheds light on
some of the key aspects of knowledge formulation that novices
struggle with, and suggests several specific design approaches
for Linked Data authoring environments that our experiment
makes clear beneficially address crucial issues.",,H.5.2 [User Interfaces]: Interaction styles; H.5.4 [Hypertext/ Hypermedia]: User issues.
12/27/2020 21:43:10,2010,Looking for Experts? What can Linked Data do for You?,http://events.linkeddata.org/ldow2010/papers/ldow2010_paper19.pdf,Milan Stankovic,Université Paris, France,Claudia Wagner,JOANNEUM RESEARCH, Austria,Jelena Jovanovic,University of Belgrade, Serbia,Philippe Laublet,Université Paris, France,,,,,,,,,,"Expert search and profiling systems aim to identify candidate
experts and rank them with respect to their estimated expertise on
a given topic, using available evidence. Traditional expert search
and profiling systems exploit structured data from closed systems
(e.g. email program) or unstructured data from open systems (e.g.
the Web). However, on today‚Äôs Web, there is a growing number
of data sets published according to the Linked Data principals, the
majority of them being part of the Linked Open Data (LOD)
cloud. As LOD connects data and people across different
platforms in a meaningful way, one can assume that expert search
and profiling systems would benefit from harnessing LOD. The
work presented in this paper sets out to prove this assumption and
to explore potential benefits and drawbacks of using the LOD
cloud as expertise evidence source. We conducted several
experiments to evaluate the feasibility of existing expert search
and profiling approaches on a recent snapshot of the LOD cloud.
Our findings indicate that LOD cloud is already a useful source
for some kinds of expert search approaches (e.g., those based on
publications and professional events) but still has to meet certain
requirements in order to reach its full potential.",,
12/27/2020 21:45:44,2010,Discovery and Construction of Authors Profile from Linked Data (A case study for Open Digital Journal),http://events.linkeddata.org/ldow2010/papers/ldow2010_paper18.pdf,Atif Latif,Institute for Knowledge Management, Austria,Muhammad Tanvir Afzal,Institute for Information Systems and Computer Media, Austria,Denis Helic,Institute for Knowledge Management, Austria,Klaus Tochtermann,Institute for Knowledge Management, Austria,Hermann Maurer,Institute for Information Systems and Computer Media, Austria,,,,,,,"The Open access digital journals, motivated from open access
movement, now play a vital role in the dissemination of scientific
literature and author‚Äôs information over the web. In digital
journals‚Äô environment, a well-linked collection of electronic
resources is of great importance especially in creating
opportunities for collaborations between organization, institutions,
and persons. Finding information about authors (authors‚Äô profiles)
in a digital journal‚Äôs environment is crucial to increase the overall
productivity and unprecedented success. Inspired from Linked
Open Data (LOD) initiative, we have developed a tool which can
establish links between authors of digital journals with relevant
semantic resources available in LOD. The proposed system is able
to disambiguate authors and can: 1) locate, 2) retrieve, and 3)
structure the relevant semantic resources. Furthermore, the system
constructs comprehensive aspect oriented authors‚Äô profiles from
heterogeneous datasets of LOD on the fly. This paper investigates
the potentials of such an approach on a digital journal known as
Journal of Universal Computer Science (J.UCS). It is our strong
belief that this kind of applications can motivate researchers and
developers to investigate different application areas where Linked
Open Data can contribute, bring added value, and can take the
idea of open access further.","Linked Data, Semantic Web, Digital Journals, Linked Data Mining, Concept Aggregation, DBpedia. ","H.3.3 [Information Search and Retrieval]: Information filtering; I.2.8 [Problem Solving, Control Methods, and Search]: Heuristic methods. "
12/27/2020 21:47:11,2011,A Privacy Preference Ontology (PPO) for Linked Data,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper01-sacco.pdf,Owen Sacco,National University of Ireland, Ireland,Alexandre Passant,National University of Ireland, Ireland,,,,,,,,,,,,,,,,"Linked Data enables people to access other users‚Äô data stored
in several places, distributed across the Web. Current Linked
Data mechanisms mostly provide an open environment where
all data is freely accessible, which could discourage some
people to provide sensitive data in the Linking Open Data
(LOD) cloud. Although the existing Web Access Control
(WAC) vocabulary restricts RDF documents to specified
users, it does not provide fine-grained privacy measures which
specify complex restrictions to access the data. In this paper, we propose a lightweight vocabulary ‚Äî on top of WAC
‚Äî called the Privacy Preference Ontology (PPO) that enables users to create fine-grained privacy preferences for their
data. The vocabulary is designed to restrict any resource to
certain attributes which a requester must satisfy","Privacy, Linked Data, WebID, Web Access Control, FOAF, RDF, Named Graphs",1.2.4 [Artificial Intelligence]: Knowledge Representation Formalisms and Method; K.4.1 [Public Policy Issues]: Privacy; K.6.5 [Management of Computing and Information Systems]: Security and Protection
12/27/2020 21:51:18,2011,Publishing Provenance Information on the Web using the Memento Datetime Content Negotiation,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper02-coppens.pdf,Sam Coppens,Ghent University ,Belgium,Erik Mannens,Ghent University ,Belgium,Davy Van Deursen,Ghent University ,Belgium,Patrick Hochstenbach,Boekentoren ,Belgium,Bart Janssens,Descartes Systems Group,Belgium,Rik Van de Walle,Ghent University ,Belgium,,,,"In Belgium, we developed a digital long-term preservation
archive to preserve the information from our heritage institutions. This platform harvests the information from the institutions, preserves the information for the long term and
disseminates the information as Linked Open Data. Our
platform produces many different versions of the harvested
data to keep the information accessible over time when, e.g.,
mapping the metadata or transcoding the multimedia files,
but it also produces a lot of provenance information relating
all those different versions of a resource. For publishing this
information as Linked Open Data, we extended our Linked
Open Data server with Memento datetime content negotiation. Next to this, we extended the Memento framework to
also publish the provenance information of those datetime
content negotiated versions using an HTTP provenance link
header for automatic discovery of the provenance information. This way, our framework allows to publish the information of a resource as Linked Open Data, including all
its previous versions and their provenance information, in a
web-accessible manner.","Linked Open Data, Memento datetime content negotiation, Provenance",H.4 [Information Systems Applications]: General
12/27/2020 21:52:57,2011,Augmenting the Web of Data using Referers,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper03-muehleisen.pdf,Hannes Mühleisen,Freie Universität Berlin, Germany,Anja Jentzsch,Freie Universität Berlin, Germany,,,,,,,,,,,,,,,,"Linked Data relies on one central concept: Typed links connect entities stored within data sets published by different
individuals. Manual input and mapping are common techniques to create these links. We propose a novel method,
where HTTP Referer information is used to create new links
between Linked Data entities stored in different data sets.
We evaluate our method using 27.86 million real-world log
entries from web servers hosting Linked Data.",,
12/27/2020 22:10:08,2011,RESTful writable APIs for the web of Linked Data using relational storage solutions,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper04-garrote.pdf,Antonio Garrote,Universidad de Salamanca, Spain,María N. Moreno García,Universidad de Salamanca, Spain,,,,,,,,,,,,,,,,"Linked Data is rapidly becoming an important mechanism to
expose structured data in the web. The ability to inter-link
data sets from different providers using standard description
vocabularies and the same data model, opens new possibilities in the way these data can be used. Despite of its growth,
Linked Data principles have not found yet widespread application in the design of data APIs for web applications. The
lack of a write support for linked data repositories, the barrier imposed by the required technological change and the
immature state of client and server semantic infrastructure
are some of the main causes for this lack of adoption.
This paper introduces a possible alternative for building
writable web APIs according to Linked Data principles, using the already deployed technology stack present in most
web applications. We propose the use of R2RML to lift relational data into the RDF model as well as to map SQL manipulation data queries into SPARQL update queries. Additionally a RDF vocabulary describing a RESTful interface
for the mapped data that can be easily consumed from web
clients is proposed. The combination of both aspects allows web developers to offer a familiar web API compatible
with linked data APIs that can be deployed along with the
already existing interface.",,H.3.5 [Online Information Services]: Web-based services; D.2.12 [Interoperability]: Data mapping
12/27/2020 22:11:34,2011,How Caching Improves Efficiency and Result Completeness for Querying Linked Data,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper05-hartig.pdf,Olaf Hartig,Universität zu Berlin , Germany,,,,,,,,,,,,,,,,,,,"Link traversal based query execution is a novel query approach
which enables applications that exploit the Web of Data to its full
potential. This approach makes use of the characteristics of Linked
Data: During query execution it traverses data links to discover
data that may contribute to query results. Once retrieved from the
Web, the data can be cached and reused for subsequent queries.
We expect such a reuse to be beneficial for two reasons: First, it
may improve query performance because it reduces the need to retrieve data multiple times; second, it may provide for additional
query results, calculated based on cached data that would not be
discoverable by a link traversal based execution alone. However,
no systematic analysis exist that justifies the application of caching
strategies based on these assumptions.
In this paper we evaluate the potential of caching to improve
efficiency and result completeness in link traversal based query execution systems. We conceptually analyze the potential benefit of
keeping and reusing retrieved data. Furthermore, we verify the theoretical impact of caching by conducting a comprehensive experiment that is based on a real-world application scenario. ",,
12/27/2020 22:19:56,2011,A Main Memory Index Structure to Query Linked Data,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper06-hartig.pdf,Olaf Hartig,Universität zu Berlin , Germany,Frank Huber,Universität zu Berlin, Germany,,,,,,,,,,,,,,,,"A possible approach to query Linked Data combines the actual
evaluation of a query with the traversal of data links in order to
discover and retrieve potentially relevant data. An implementation
of this idea requires approaches that support an efficient and flexible management of temporary, ad hoc data collections that emerge
during query execution. However, existing proposals for managing
RDF data primarily focus on persistent storage and query execution
for large datasets and, thus, are unsuitable in our dynamic scenario
which involves many small sets of data.
In this paper we investigate main memory data structures to store
Linked Data in a query execution system. We discuss the requirements for such a data structure, introduce three strategies that make
use of hash table based indexes, and compare these strategies empirically. While this paper focuses on our query execution approach, the discussed data structures can also be applied to other
approaches that retrieve Linked Data from remote sources via URI
look-ups in order to process this data locally. ",,
12/27/2020 22:33:59,2011,LiDDM: A Data Mining System for Linked Data,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper07-pavan.pdf,Venkata Narasimha,Indian Institute of Information, India,Pavan Kappara,Indian Institute of Information, India,Ryutaro Ichise,National Institute of Informatics, Japan,O.P. Vyas,Indian Institute of Information, India,,,,,,,,,,"In today‚Äôs scenario, the quantity of linked data is growing
rapidly. The data includes ontologies, governmental data,
statistics and so on. With more and more sources publishing the data, the amount of linked data is becoming enormous. The task of obtaining the data from various sources,
integrating and fine-tuning the data for desired statistical
analysis assumes prominence. So there is need of a good
model with efficient UI design to perform the Linked Data
Mining. We proposed a model that helps to effectively interact with linked data present in the web in structured format,
retrieve and integrate data from different sources, shape and
fine-tune the so formed data for statistical analysis, perform
data mining and also visualize the results at the end.
",,
12/27/2020 22:38:54,2011,Talash : Friend Finding In Federated Social Networks,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper08-dhekane.pdf,Ruturaj Dhekane,Indian Institute Of Technology, India,Brion Vibber,StatusNet, Canada,,,,,,,,,,,,,,,,"In large online social networks, Friend Recommendation has
evolved into an interesting problem. We try to find known
acquaintances and new interesting friends on a Federated
Social Network (FSN) , using StatusNet as our platform.
FSNs are decentralized networks on the internet which can
interoperate using the OStatus Suite of protocols. Friend
finding on these networks is hard because we do not know
the existence of other social networks or Users. We show
how Linked Data representation like FOAF can solve this
problem.
We devise a model for the Federated Network centered
around a User and use it to define the problem of Friend
Finding. The solution uses two phases, first known as Quick
Connect which tries to find old acquaintances. The second
phase, Delayed Connect uses the Social Graph of Users to
find prospective friends. We show how the FSN information
centered around a User can be extracted from FOAF entries
and generate new recommendations. We shall illustrate the
working of Talash as a part of StatusNet. We experimented
on the existing FSN and collected feedback from its Users.
The results are encouraging and open new avenues for Friend
Finding on the Internet.
To the best of our knowledge, this is the first study of Federated Social Networks and the problem of Friend Finding
in them.","Friend Recommendation, Federation, Social Networks",E.1 [Data Structures]: Graphs and networks; H.3.5 [Online Information Services]: Web-based services
12/27/2020 22:53:25,2011,Automatically Annotating Text with Linked Open Data,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper09-rusu.pdf,Delia Rusu,Jo_ef Stefan Institute, Slovenia,Bla_ Fortuna,Jo_ef Stefan Institute, Slovenia,Dunja Mladeni_,Jo_ef Stefan Institute, Slovenia,,,,,,,,,,,,,"This paper presents and evaluates two existing word sense
disambiguation approaches which are adapted to annotate text
with several popular Linked Open Data datasets. One of the
algorithms is based on relationships between resources, while the
other one takes advantage of resource definitions provided by the
datasets. The aim is to test their applicability when annotating text
with resources from WordNet, OpenCyc and DBpedia. The
experiments expose several shortcomings related to the current
approaches, which are mostly connected to overfitting the
datasets. Based on the findings, we indicate future work directions
regarding text annotation with Linked Open Data resources,
which can bridge these shortcomings","Linked Open Data, text annotation, word sense disambiguation.",I.2.7 [Natural Language Processing]: Text analysis
12/27/2020 23:03:25,2011,Identifying Relevant Sources for Data Linking using a Semantic Web Index,http://events.linkeddata.org/ldow2011/papers/ldow2011-paper10-nikolov.pdf,Andriy Nikolov,Open University, United Kingdom,Mathieu d’Aquin,Open University, United Kingdom,,,,,,,,,,,,,,,,"With more data repositories constantly being published on
the Web, choosing appropriate data sources to interlink with
newly published datasets becomes a non-trivial problem.
While catalogs of data repositories and meta-level descriptors such as VoiD provide valuable information to take these
decisions, more detailed information about the instances included into repositories is often required to assess the relevance of datasets and the part of the dataset to link to.
However, retrieving and processing such information for a
potentially large number of datasets is practically unfeasible.
In this paper, we examine how using an existing semantic
web index can help identifying candidate datasets for linking. We further apply ontology schema matching techniques
to rank these candidate datasets and extract the sub-dataset
to use for linking, in the form of classes with instances more
likely to match the ones of the local dataset.","Data fusion, data linking, linked data",H.3.3 [Information Systems]: Information Storage and RetrievalInformation Search and Retrieval
